appid,title,content
6443536567,哈哈哈,低分保护啊
6443536567,全是广告，垃圾,垃圾垃圾垃圾
6443536567,为什么用不了了现在,点击搜索然后删后台 再进去还是跟之前一样
6443536567,忽然用不了了,今晚追着追着剧，忽然就没有了，建议我切换播放源，我切换了还这样，每一部剧都看不了
6443536567,加载,我怎么一直正在加载
6443536567,😓,看了几天后就不行了😓还那么多广告😓
6443536567,g,111
6443536567,广告过多,但工具很实用，闲人可用😌
6443536567,保护一手,哈哈哈哈哈
6443536567,一般般,一般般吧
6443536567,低分保护！！,低分保护！！
6443536567,暗号是什么？,怎么使用啊？
6443536567,保护，,低星保护
6443536567,这怎么用啊,？
6443536567,黑屏,有声音无画面
6443536567,懂得都懂,懂得都懂
6443536567,bug,为什么突然打不开了
6443536567,不要下线啊 看不了了,现在看不了了
6443536567,垃圾,什么垃圾啊
6443536567,怎么弄,解锁
6443536567,1,低心保护
6443536567,广告太多,烦死了总有广告
6443536567,保护,低分保护
6443536567,为什么X档案全系列都看不了了,显示播放源无法播放
6443536567,低星保护,宝藏软件
6443536567,垃圾垃圾,低分保护
6443536567,真好,中星保护
6443536567,很好用,低星保护
6443536567,zz,低星保护
6443536567,咋用啊,怎么用啊玩不明白
6443536567,对我不友好😤,有广告我理解，但是停在那个❤️广告的封面，进不去，什么也看不了，白下了
6443536567,垃圾,一点用也没有（看我名字）
6443536567,会自动跳转下一集咋回事 开发者回复一下,回复一下
6443536567,到处是广告，有更好的软件,这个比软件打开全是广告，大家不要下载，最讨厌的是看电影广告还关不了恶心人
6443536567,低星保护,低星保护
6443536567,能看，但是不能投屏,不能投屏
6443536567,保护,保护
6443536567,很好用啊 高分保护,不错不错 爱了
6443536567,低分保护,yyds
6443536567,资源很全，速度很快，强制广告有点烦,强制广告不是一般的烦
6443536567,咳咳,都懂
6443536567,低分,保护
6443536567,低分保护,u嘻嘻哈哈愁吃愁穿v个月天天那天v一簇簇包邮他说 u吃醋月他 仍然 让人日 二u 人日天天 体育 他太y
6443536567,懂得都懂,低分保护
6443536567,懂,低分保护
6443536567,为什么全屏是反的呢？低星保护,低星保护
6443536567,闪退,14pm闪退
6443536567,非常非常好用,真的很好用 千万不要下架
6443536567,低分保护,低分保护
6443536567,低分保护,可以
6443536567,低分不是错的,"分掉这个软件💰吧
保他干嘛
护着他没用"
6443536567,低分保护,兄弟们别给高分，懂得都懂！
6443536567,好,很实用的工具 很喜欢
6443536567,低分保护……,低分保护
6443536567,懂？,懂？
6443536567,都懂！,都懂！！
6443536567,有广告,广告
6443536567,都是广告，没分每秒都是广告别下载,低分保护
6443536567,🌝,低分保护
6443536567,不太行,孩子买了以后说不好吃
6443536567,暗号,是啥
6443536567,.,为什么老是会显示下载失败 好奇怪
6443536567,不错,低分保护真的很好用啊
6443536567,低星保护爰了,我
6443536567,卡,有点小卡
6443536567,无语,为什么投不了屏呢
6443536567,1,低分保护
6443536567,快跑,全是广告
6443536567,。,低粉保护
6443536567,小年,真的很好用啊！！！！！！！
6443536567,...,兄弟们别给星😚
6443536567,下载的视频看不了,每次下载好的视频 过一会就不能看了
6443536567,兄弟们千万别给五星,低分保护，懂？
6443536567,横屏旋转反的,横屏自动旋转，关键是还是反过来的
6443536567,123,暗号是啥来着
6443536567,好,低分保护
6443536567,骗人的,不要下都是广告
6443536567,垃圾,不爱不爱😘
6443536567,卡的要命,卡的要命不要下
6443536567,怎么用呀,怎么用
6443536567,搜索不到投屏设备 不稳定,搜索不到投屏设备 刚刚还能投 现在不能用了
6443536567,……,有广告了
6443536567,真好用！,爱了爱了～
6443536567,嗯,低分保护
6443536567,真的太好用了,非常非常非常不错
6443536567,进去根本不能看,点不进去了
6443536567,爱死了,真的很爱，千万别下架
6443536567,为什么不能投屏呢,投不了屏
1615731935,？,都好多天不能用了是怎么回事？可以说明一下吗
1644057199,👌,一星保护
1533237016,广告太长了,怎么说软件很好 有广告也正常 但是一个广告59秒很无语 烦死了大概3  4集就要看一次还跳过不了
1642532217,告诉我为什么为什么为什么为什么不能全屏,为什么不能全屏
1642532217,不是吧有的人不会用就说是假的？,。
1642532217,垃圾东西  不如大师兄    这玩意广告真长,看名字
1642532217,无法适配平板，没办法全屏观看,无法适配平板，没办法全屏观看
1642532217,有广Gao,有ad
1642532217,根本没法用,广告太多 根本打不开
1642532217,真的好卡，一直转圈圈,看两分钟卡一分钟，看两秒又卡个十秒一分钟的，我在路由器旁边也是卡
1642532217,广告软件，还有恶意程序，千万不要下载,不要下载，千万千万。
1642532217,评分和智商成正比,"聪明的人大五分，夸作者真良心，感谢；
大聪明打一分，然后污蔑作者是个骗子；
大千世界真是无奇不有啊～
最上川

祝这个软件活得久一点，谢谢作者的付出！"
1642532217,灵动岛手机无法解锁,有灵动岛的情况下按首页无法解锁，旧手机和ipad 可以
1642532217,广告太多,不推荐
1642532217,广告一分钟。,广告太长了。
1642532217,要广告,要广告
1642532217,垃圾,垃圾看广告，看完了闪退
1642532217,很好用！！,可以解锁的，所以片源基本上都有
1642532217,哎,变不了 是不是又跟新了
1642532217,。,什么鬼啊！不能搜索？？
1642532217,1,太神奇了吧，点三下最上边的首页，在退出清后台，重新进就可以看电视了
1642532217,反向给分,不想让那些爱看综艺韩国肥皂剧的无脑女知道，啊什么破app这么慢，慢去你爱爹腾爹那开会员去，推荐给追美剧动漫的。
1642532217,可以,多试了几次
1642532217,好用,变身了
1642532217,有广告,有广告，卸了
1642532217,垃圾软件,一颗星都不想给 别说看一整集了 根本完整的看不下来 没等到3分钟就得跳一次广告 我才看了20分钟左右已经跳了6 7次了 烦不烦啊 你们个破软件就这么缺钱？偏得接广告啊 真服了 要不是我用的那个软件最近在整修 谁会用你这个破软件啊 赶紧塌了吧 没用死了
1642532217,看几分钟就弹广告，就弹链接,太恶心
1642532217,iPad根本点不开。我要投诉,iPad根本点不开。我要投诉
1642532217,呵呵,下架！！！！！
1642532217,说好的一广告4小时，看一集，一个广告，还自己推软件，垃圾，以后别再弄这些垃圾出来了,……
1642532217,垃圾软件无法变身,垃圾软件，无法变身，大家不要下，这个是肯定用来刷下载流量的。根本无法使用。还不如大师兄，盘子影视。
1642532217,超好超好真的好用 支持一下,啊会给我更好
1642532217,无法投屏,1111
1642532217,1,兄弟们，可以用的，是点最上面的首页，不是下面的！！！
1642532217,难用死了,怎么回事啊 版本越新越难用啊 还不如旧版本好用
1642532217,很好的软件,很好的软件
1642532217,iPad不支持吗？,iPad不支持吗？
1642532217,假的,试了多次 根本不能变身
1642532217,别下,别下别下别下别下别下
1642532217,明明就可以看啊，为啥你们不行？,为啥我可以看，你们不行？
1642532217,五秒给你卡一下是真的烦,😈
1642532217,自动弹窗，垃圾,电视看一会就自动跳转下载弹窗，烦都烦死了😡果断卸载，垃圾玩意，我呸！！！
1642532217,狂点最上面的字和最下面的再划掉后台就可以了,哈哈
1642532217,好用,点不开重登就好了
1642532217,这换新速度可够快的啊,不错不错
1642532217,iPad不能全屏呀，麻烦优化一下,iPad不能全屏呀，麻烦优化一下
1642532217,111,最新苹果系统应该行16.1.1
1642532217,好用,"有些人不会用说不好用
使用方法：点击最上方首页点击三次不要多也不要少点击完大退软件即可打开如果不行就多试几次"
1642532217,变不了了,dd
1642532217,假的 切勿下载,假的
1642532217,骗人的,骗人的
1642532217,没反应啊,点了没反应啊
1642532217,解锁不了,不能解锁
1642532217,还是不能破解,那个首页我已经点烂了  还是打不开。
1642532217,很好,但是打不开了
1642532217,怎么变身完毕又变回去了？,第一次碰到变身完毕还会变回去的APP，如何解决
1642532217,看不了,为什么打看不了看影视的
1642532217,咋用啊？？？,？？
1642532217,骗人,根本无法解锁
1642532217,假的，切勿下载,假的，根本无法变身
1642532217,不能变身,不能变身了
1615731935,怎么看视频啊,大神求教
1615731935,不好,突然显示网络不可用？还以为是我手机出问题了
1615731935,可以追喜欢的电视剧，非常棒,最新的电视剧都能看到，特别棒，就是有时候想下载，有的下载不了
1615731935,不能登录账号,验证码一直不能接收
1644057199,9.20又用不了了啊,9.20又用不了了啊
1621682678,为什么啥也看不了,点进去什么都没有，啥也看不了，搜索也没有，啥玩意啊这
1621682678,广告加载不出来,为什么广告一直卡顿不播放，退出重新进也不行，广告一直在那里不是电视也不能看了
1621682678,改界面,我要看界面带资源的。不要看什么就搜的
1621682678,。,安卓版是什么啊
1611839557,用不起,请求系统修复
1621048312,ipad不适配555iPhone打开是相机,rt
1621048312,iPad,期待ipad版
1601789868,很多看不了,好多都不能看
1533237016,这个是我用过的最好用的视频软件,无可挑剔，支持
6443582601,1,评论试试
6443582601,骗人的，别下,软件重开是骗人看广告的，根本用不成，别下
6443582601,犯我中国者。虽远必诛。,犯我中国者。虽远必诛。犯我中国者。虽远必诛。
6443582601,横屏不了,iPad是不是横屏不了？？？？？
6443582601,iPad怎么闪退,ipad怎么闪退
6443582601,超级实用的木工软件，强烈推荐,可以用，强推
6443582601,ipad为什么不能横屏啊,作者求改进！
6443582601,什么垃圾app,就不能换个变身方式吗
6443582601,你懂的,是真木工师傅
6443582601,点击上部“首页”三次后快速退后台重进,稍微快一点就行 虽然会让你看广告但问题不大
6443582601,有广子,有广子！！！有广子！！！有广子！！！
6443582601,骗人刷广告的,垃圾
6443582601,骗人的,骗你刷广告的流量的
6443582601,？,咋不能用了
6443582601,没用,苹果八没用
6443582601,适配问题,Pad适配的不太好，无法全屏呢
6443582601,好用好用好用！！！！！！,超级好用的！
6443582601,成了,哈哈哈哈
6443582601,进不去了吗,昨天还能，今天就进不去了
6443582601,视频缓存有问题,下载的怎么有问题，看不了
6443582601,连续快速点首页这俩字三次划掉后台重进就好,记住点首页这两字的手速一定要快！我也是试了好多次才变过来的
6443582601,app联系方式,请问有没有您的联系方式，官方邮箱，官方网站啥的，万一这苹果商店下架了，我应该怎么找回您的app
6443582601,首页最上面点三下变身,首页最上面点三下变身
6443582601,很好 ipad可以抽空适配吗,ios很完美。但ipad上只能竖屏，且无法全屏。请开发大大抽空适配下！
6443582601,需要变身,谁能告诉我，给他充q币
6443582601,中华人民共和国,中华人民共和国
6443582601,（你才,好快呀！感觉自己系咯哈
6443582601,假的，看不了,姐姐姐姐姐姐哭哭哭
6443582601,手机可以ipad不行呀。试了很多次,手机可以。ipad不行呀。试了很多次
6443582601,很棒，里面的木工图清晰,我已经学会了木工活，这就下工地
6443582601,123,iPad横屏锁定进入时会有不适配的情况。
6443582601,有苹果8点首页没用的吗,希望作者改进一下，国行11可以，美版苹果8怎么也不行
6443582601,木工专业软件,这就是一个专业木工软件，希望非木工不要过来下载，谢谢，保护作者！
6443582601,263551,ggsv
6443582601,经济学家的聚集地,绝对的禁吸戒毒觉得经济学家就觉得亟待解决
6443582601,平板不能横屏呀,什么时候可以解决一下🤔
6443582601,学习榫卯结构,没错，我来学习榫卯结构的
6443582601,那么快就加入广告了,那么快就加入广告了
6443582601,想问问怎么变身,想问问怎么变身 哪位大神具体指导一下
6443582601,e,变身成功
6443582601,本来就垃圾，还有比脸加广告？,垃圾
6443582601,垃圾 都是广告,都是广告5，垃圾
6443582601,破软件,破软件，坑爹啊
6443582601,怎么变身啊都好好的吧ndd时间长,瑞雪隔壁xiii是看你行不地道盒
6443582601,非常好的一款木工软件,好用，资料非常齐全，良心软件
6443582601,。,不知道能不能用
6443582601,可以,好
6443582601,孩子爱学习了,很好孩子很喜欢每天学习20个半小时建议去除动画片广告
6443582601,连点顶部首页俩字三下,连点  首页    顶部   “首页”俩字    三下
6443582601,确实靠谱,变身成功
6443582601,好,很好
6443582601,手机可以 但ipad不行吗？,手机试了几次就ok了 ，pad一直不行
6443582601,怎么变身,怎么变身
6443582601,用了一次以后怎么点都没反应了,？？？
6443582601,现在看挺不错的,刚下载，很不错
6443582601,打开方式,软件设计者蛮用心的 给我的个人感觉打开比较简单唯一缺点就是服务器会繁忙 要等代几分钟
6443582601,木头🪵,点“首页”这俩个字三次再杀后台，可以成功变身迪迦🐮
6443582601,怪奇物语,怪奇物语，什么时候上架
6443582601,好用,设计师太强了，顶
6443582601,打不开,闪退打不开
6443582601,太厉害了,开发者太帅
6443582601,我给大伙试过了 骗人的 别下,骗人的别下
6443582601,哦了,不得行
6443582601,求助,iPad不可以横屏吗？有大神回复一下吗
6443582601,好强,好强
6443582601,什么垃圾软件,不敢用呢
6443582601,就是为了轴头的软件,囖鱼松树林总有没有爱情爱情😁🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼
6443582601,不错很好用,很好用
6443582601,人才！,👍
6443582601,保护我方,少给点5
6443582601,会来事哈，,加油
6443582601,耶,变身成功
6443582601,这不行啊,这不行啊🌚
6443582601,一星保护！！,！
6443582601,点击变身,标题
6443582601,我明白了 是点最上面的首页 不是左下角的,。
6443582601,学会很多木工知识,很好 学会很多木工知识
6443582601,这个官网是多少,这个官网
6443582601,，,真变了，感谢好人一生平安
6443582601,yy,不行就点上面的首页兄弟们
6443582601,牛,牛
6443582601,必须满星好评,开发设计者就是个人才，不可以埋没，满星好评他值得拥有
6443582601,投屏不了,这款投屏不了啊
6443582601,第一次可以，半天过后失效了,继续点打开也没反应
6443582601,变不了身,有点垃圾有了两天然后不管怎么搞都是那个页面不会变身了屏幕怎么戳再杀后台都没用
6443582601,打开软件连点上面的首页三次，不是点左下角,打开软件连点上面的首页三次，不是点左下角
6443582601,什么垃圾玩意儿,首页点烂了也没用
6443582601,学习木工知识,很好非常好
6443582601,刚好想学习木工,看到这款软件，刚好想学习一下木工，就学着点首页，但半天没弄出新的，狂暴连点，关闭，嗯，学到很多木工知识
6443582601,我会了,要变身，先点首页三下，把后台去掉后，等几秒再点就行了
